,order_details_id,order_id,pizza_id,quantity
106,165,72,spinach_fet_l,1
107,166,73,thai_ckn_s,1
108,171,75,ital_supr_s,1
109,172,75,mediterraneo_l,1
110,173,75,napolitana_l,1
111,191,81,thai_ckn_l,1
112,196,83,southw_ckn_s,1
113,197,84,pepperoni_l,1
114,198,85,classic_dlx_m,1
115,199,85,classic_dlx_s,1
116,200,85,ital_supr_l,1
117,201,85,the_greek_m,1
118,203,87,ital_cpcllo_m,1
119,204,87,mexicana_m,1
120,205,87,spinach_supr_l,1
121,206,87,spinach_supr_s,1
122,215,92,bbq_ckn_m,1
123,216,92,ital_supr_l,1
124,217,92,ital_supr_m,1
125,218,92,ital_veggie_s,1
126,219,92,pepperoni_m,1
127,220,92,peppr_salami_m,1
128,221,92,spinach_fet_s,1
129,222,92,spinach_supr_s,1
130,223,92,the_greek_m,2
131,225,94,ital_cpcllo_m,1
132,226,94,southw_ckn_s,1
133,227,95,napolitana_s,1
134,228,95,peppr_salami_l,1
135,229,96,napolitana_s,1
136,230,97,big_meat_s,1
137,233,99,ital_supr_l,1
138,234,100,hawaiian_l,1
139,235,101,cali_ckn_l,1
140,236,101,pepperoni_l,1
141,237,101,soppressata_l,1
142,238,101,spicy_ital_m,1
143,241,103,spinach_supr_s,1
144,246,105,hawaiian_s,2
145,247,105,pepperoni_l,1
146,248,105,prsc_argla_m,1
147,249,106,mexicana_l,1
148,250,106,spicy_ital_l,1
149,251,107,cali_ckn_l,1
150,252,107,ital_supr_m,1
151,253,107,spicy_ital_l,1
152,254,107,veggie_veg_l,1
153,262,110,big_meat_s,1
154,263,110,napolitana_l,1
155,264,110,soppressata_l,1
156,265,110,spicy_ital_s,1
157,266,111,cali_ckn_m,1
158,267,111,five_cheese_l,1
159,268,111,pepperoni_m,1
160,269,111,spin_pesto_l,1
161,274,114,pepperoni_l,1
162,275,114,sicilian_s,1
163,276,115,big_meat_s,1
164,277,115,napolitana_l,1
165,278,115,thai_ckn_m,1
166,282,118,prsc_argla_l,1
167,283,118,spinach_fet_s,1
168,285,120,classic_dlx_s,1
169,286,120,hawaiian_s,1
170,287,120,spinach_fet_l,1
171,288,121,bbq_ckn_m,1
172,289,121,four_cheese_l,1
173,290,121,sicilian_l,1
174,291,121,southw_ckn_l,1
175,294,124,bbq_ckn_s,1
176,295,124,sicilian_l,1
177,296,124,spicy_ital_l,1
178,297,124,the_greek_s,1
179,298,125,the_greek_xl,1
180,299,126,veggie_veg_l,1
181,301,128,spicy_ital_s,1
182,302,129,big_meat_s,1
183,303,129,the_greek_m,1
184,304,130,hawaiian_s,1
185,305,130,ital_cpcllo_l,1
186,306,130,mexicana_m,1
187,307,130,southw_ckn_s,1
188,308,131,ckn_pesto_l,1
189,309,131,five_cheese_l,1
190,310,131,green_garden_s,1
191,311,131,spinach_supr_s,1
192,316,134,big_meat_s,1
193,317,134,southw_ckn_l,1
194,318,134,spinach_supr_s,1
195,319,135,veggie_veg_l,1
196,322,137,mediterraneo_l,1
197,323,137,pepperoni_s,1
198,324,137,spicy_ital_m,1
199,325,138,cali_ckn_m,1
200,326,138,four_cheese_l,1
201,327,138,ital_veggie_l,1
202,328,138,sicilian_m,1
203,329,139,five_cheese_l,1
204,330,140,prsc_argla_s,1
205,331,140,veggie_veg_m,1
206,332,141,classic_dlx_m,1
207,334,143,cali_ckn_s,1
208,335,143,classic_dlx_s,1
209,336,143,hawaiian_l,1
210,337,143,mexicana_m,1
211,338,143,pepperoni_l,1
212,339,143,prsc_argla_s,1
213,340,143,thai_ckn_l,1
214,341,143,veggie_veg_m,1
215,355,146,cali_ckn_l,1
216,356,146,four_cheese_m,1
217,357,146,hawaiian_m,1
218,359,148,mediterraneo_s,1
219,360,149,spinach_fet_m,1
220,362,151,southw_ckn_l,1
221,363,151,spinach_supr_s,1
222,364,152,hawaiian_s,1
223,365,152,spinach_fet_l,1
224,366,152,thai_ckn_s,1
225,367,152,the_greek_m,1
226,368,153,mexicana_m,1
227,370,155,ckn_pesto_s,1
228,371,155,napolitana_l,1
229,372,155,pepperoni_l,1
230,373,155,peppr_salami_l,1
231,374,156,napolitana_m,1
232,375,156,thai_ckn_l,1
233,380,158,ital_veggie_m,1
234,381,158,thai_ckn_m,1
235,384,160,classic_dlx_m,1
236,394,165,prsc_argla_m,1
237,399,168,big_meat_s,1
238,400,168,veggie_veg_m,1
239,401,169,four_cheese_l,1
240,402,169,ital_cpcllo_s,1
241,403,169,sicilian_m,1
242,405,171,napolitana_m,1
243,412,174,big_meat_s,1
244,413,174,cali_ckn_l,1
245,414,174,cali_ckn_m,1
246,415,174,ital_cpcllo_m,1
247,416,175,ital_supr_l,1
248,417,176,cali_ckn_l,1
249,418,176,peppr_salami_m,1
250,419,177,napolitana_s,1
251,420,177,thai_ckn_l,1
252,421,178,peppr_salami_l,1
253,422,179,hawaiian_l,1
254,423,179,sicilian_m,1
255,424,179,veggie_veg_s,1
256,427,181,mexicana_l,1
257,428,182,brie_carre_s,1
258,429,182,peppr_salami_l,1
259,433,184,hawaiian_l,1
260,436,186,mexicana_l,1
261,437,186,southw_ckn_l,1
262,438,186,spin_pesto_l,1
263,439,186,thai_ckn_l,1
264,440,187,five_cheese_l,1
265,441,187,spin_pesto_l,1
266,445,189,big_meat_s,2
267,446,189,thai_ckn_s,1
268,447,190,bbq_ckn_l,1
269,448,190,four_cheese_m,1
270,449,190,pep_msh_pep_s,1
271,450,190,prsc_argla_l,1
272,451,191,cali_ckn_l,1
273,452,191,ckn_alfredo_m,1
274,453,192,sicilian_s,1
275,454,192,southw_ckn_l,1
276,463,197,four_cheese_l,1
277,464,197,ital_cpcllo_l,1
278,465,197,ital_veggie_l,1
279,466,197,soppressata_l,1
280,470,200,the_greek_xl,1
281,471,201,calabrese_m,1
282,472,201,ckn_pesto_l,1
283,473,201,ital_supr_l,1
284,474,201,the_greek_xl,1
285,475,202,cali_ckn_s,1
286,476,203,cali_ckn_l,1
287,477,203,ital_veggie_m,1
288,478,203,pep_msh_pep_l,1
289,479,203,the_greek_s,1
290,484,206,napolitana_m,1
291,485,206,pepperoni_s,1
292,486,206,spicy_ital_l,1
293,487,207,spicy_ital_l,1
294,493,209,cali_ckn_l,1
295,495,211,pepperoni_s,1
296,496,212,ital_cpcllo_l,1
297,497,213,four_cheese_l,1
298,498,214,ital_cpcllo_l,1
299,499,214,ital_supr_m,1
300,500,214,mexicana_s,1
301,501,214,spin_pesto_m,1
302,502,215,green_garden_s,1
303,508,218,spicy_ital_m,1
304,509,219,bbq_ckn_l,1
305,510,219,five_cheese_l,1
306,511,219,peppr_salami_m,1
307,512,219,spinach_fet_m,1
308,513,220,hawaiian_s,1
309,514,220,ital_cpcllo_s,1
310,515,220,napolitana_l,1
311,516,220,spicy_ital_l,1
312,522,223,pep_msh_pep_s,1
313,523,224,ckn_alfredo_s,1
314,524,224,ital_supr_m,1
315,525,224,napolitana_m,1
316,526,224,thai_ckn_l,1
317,527,225,bbq_ckn_l,1
318,528,225,bbq_ckn_m,1
319,529,225,southw_ckn_s,1
320,534,229,ital_veggie_l,1
321,535,229,prsc_argla_l,1
322,536,229,spin_pesto_s,1
323,543,233,spinach_fet_s,1
324,544,234,ckn_alfredo_m,1
325,545,234,ital_supr_s,1
326,546,234,napolitana_m,1
327,547,235,cali_ckn_m,1
328,548,236,classic_dlx_l,1
329,549,236,green_garden_m,1
330,550,237,green_garden_s,1
331,554,240,four_cheese_m,1
332,557,242,calabrese_m,1
333,558,242,thai_ckn_l,1
334,559,242,veggie_veg_m,1
335,560,243,classic_dlx_l,1
336,561,243,spinach_supr_s,1
337,562,244,ital_supr_s,1
338,563,244,spicy_ital_l,1
339,564,245,bbq_ckn_l,1
340,565,245,ckn_pesto_l,1
341,571,248,hawaiian_s,1
342,572,248,thai_ckn_l,1
343,573,249,bbq_ckn_l,1
344,574,249,calabrese_s,1
345,575,250,four_cheese_m,1
346,576,251,mexicana_m,1
347,577,252,prsc_argla_m,1
348,579,254,bbq_ckn_l,1
349,580,254,brie_carre_s,1
350,581,254,five_cheese_l,1
351,586,256,pep_msh_pep_l,1
352,589,258,classic_dlx_m,1
353,590,259,pepperoni_l,1
354,593,261,brie_carre_s,1
355,594,262,cali_ckn_m,1
356,596,264,mexicana_m,1
357,597,265,ckn_alfredo_m,1
358,598,265,mexicana_l,1
359,599,265,sicilian_m,1
360,600,265,spicy_ital_l,1
361,601,266,peppr_salami_m,1
362,602,267,four_cheese_l,1
363,603,267,mediterraneo_l,1
364,604,267,napolitana_s,1
365,605,268,ital_supr_l,1
366,606,268,pepperoni_s,1
367,621,272,ital_supr_m,1
368,623,274,four_cheese_l,1
369,624,274,thai_ckn_l,1
370,629,276,five_cheese_l,1
371,630,276,spicy_ital_l,1
372,634,279,cali_ckn_m,1
373,635,279,ckn_alfredo_m,1
374,636,280,prsc_argla_m,1
375,637,280,veggie_veg_m,1
376,638,281,sicilian_s,1
377,639,282,classic_dlx_s,1
378,640,282,five_cheese_l,1
379,641,282,peppr_salami_l,1
380,642,282,spin_pesto_l,1
381,650,287,ital_supr_m,1
382,651,287,pep_msh_pep_m,1
383,652,287,pepperoni_m,1
384,653,287,sicilian_s,1
385,654,288,brie_carre_s,1
386,655,288,prsc_argla_l,1
387,656,288,spinach_supr_l,1
388,658,290,classic_dlx_s,1
389,659,290,veggie_veg_m,1
390,660,291,bbq_ckn_l,1
391,661,291,ckn_alfredo_m,2
392,662,291,four_cheese_m,1
393,663,292,spin_pesto_m,1
394,664,292,spinach_fet_l,1
395,670,295,cali_ckn_m,1
396,674,297,southw_ckn_m,1
397,687,303,big_meat_s,1
398,688,303,ital_cpcllo_m,1
399,689,303,pepperoni_s,1
400,690,304,hawaiian_s,1
401,691,304,mexicana_l,1
402,695,306,big_meat_s,1
403,696,306,hawaiian_s,1
404,697,306,napolitana_m,1
405,698,307,classic_dlx_l,1
406,699,307,thai_ckn_m,1
407,700,308,hawaiian_l,1
408,701,308,pep_msh_pep_l,1
409,702,308,thai_ckn_s,1
410,703,309,five_cheese_l,1
411,704,309,peppr_salami_m,1
412,712,313,classic_dlx_m,1
413,713,314,calabrese_m,1
414,714,314,five_cheese_l,1
415,715,314,green_garden_m,1
416,716,314,hawaiian_m,1
417,717,314,veggie_veg_m,1
418,718,315,classic_dlx_m,1
419,719,316,hawaiian_s,1
420,720,316,ital_supr_m,1
421,721,317,cali_ckn_s,1
422,722,317,classic_dlx_m,1
423,723,317,four_cheese_l,1
424,724,317,hawaiian_s,1
425,725,317,pep_msh_pep_l,1
426,726,317,prsc_argla_s,1
427,727,317,spinach_fet_s,1
428,728,318,ital_cpcllo_l,1
429,729,318,mexicana_l,1
430,730,318,soppressata_s,1
431,731,318,spicy_ital_l,1
432,742,325,classic_dlx_s,1
433,743,325,veggie_veg_s,1
434,747,328,mediterraneo_l,1
435,748,329,spicy_ital_l,1
436,749,329,spinach_supr_m,1
437,750,330,big_meat_s,1
438,751,330,ckn_alfredo_m,1
439,752,330,classic_dlx_m,1
440,753,330,classic_dlx_s,1
441,754,330,five_cheese_l,1
442,755,330,four_cheese_l,2
443,756,330,hawaiian_l,1
444,757,330,pep_msh_pep_l,1
445,758,330,peppr_salami_s,1
446,759,330,sicilian_l,1
447,760,330,spicy_ital_l,1
448,761,330,spicy_ital_m,1
449,762,330,spinach_fet_l,1
450,763,330,the_greek_m,1
451,764,331,prsc_argla_m,1
452,769,334,calabrese_l,1
453,770,334,pepperoni_m,1
454,771,334,southw_ckn_m,1
455,772,334,thai_ckn_l,1
456,774,336,prsc_argla_l,1
457,775,337,hawaiian_l,1
458,776,337,pepperoni_l,1
459,777,338,mexicana_l,1
460,778,338,thai_ckn_l,1
461,779,338,the_greek_xl,1
462,780,339,spicy_ital_m,1
463,786,343,five_cheese_l,1
464,787,343,four_cheese_m,1
465,788,344,ital_cpcllo_m,1
466,789,345,peppr_salami_s,1
467,790,345,spinach_fet_s,1
468,798,348,classic_dlx_m,1
469,799,348,thai_ckn_l,1
470,800,348,thai_ckn_s,1
471,801,349,pepperoni_l,1
472,802,350,classic_dlx_l,1
473,803,350,pepperoni_m,2
474,804,350,spicy_ital_s,1
475,814,355,ckn_alfredo_m,1
476,815,355,ital_supr_m,1
477,820,358,ital_supr_m,1
478,828,362,bbq_ckn_m,1
479,829,362,mexicana_l,1
480,830,363,mediterraneo_l,1
481,831,363,mexicana_l,1
482,834,365,four_cheese_m,1
483,835,365,mediterraneo_l,1
484,836,365,pepperoni_m,1
485,837,366,ital_cpcllo_l,1
486,840,368,spin_pesto_m,1
487,841,368,thai_ckn_l,1
488,843,370,four_cheese_l,1
489,844,370,hawaiian_s,1
490,846,372,spinach_fet_s,1
491,847,373,ckn_pesto_s,1
492,848,373,classic_dlx_m,1
493,849,373,sicilian_l,1
494,850,374,big_meat_s,1
495,851,374,ckn_alfredo_m,1
496,852,374,peppr_salami_s,1
497,853,375,mexicana_m,1
498,856,377,hawaiian_m,1
499,857,377,thai_ckn_l,1
500,859,379,thai_ckn_l,1
501,862,381,southw_ckn_m,1
502,863,382,thai_ckn_s,1
503,864,382,veggie_veg_m,1
504,866,384,hawaiian_s,1
505,867,384,ital_cpcllo_m,1
506,868,384,mediterraneo_m,1
507,869,384,the_greek_s,1
508,870,385,veggie_veg_l,1
509,881,388,bbq_ckn_s,1
510,882,388,ckn_alfredo_m,1
511,883,388,mediterraneo_m,1
512,884,388,veggie_veg_s,1
513,887,391,the_greek_m,1
514,896,393,green_garden_s,1
515,897,393,hawaiian_l,1
516,912,397,five_cheese_l,2
517,913,397,hawaiian_l,1
518,914,397,pepperoni_m,1
519,916,399,bbq_ckn_m,1
520,917,399,cali_ckn_l,1
521,918,399,four_cheese_m,1
522,919,399,the_greek_m,1
523,923,402,four_cheese_l,1
524,924,402,ital_supr_m,1
525,928,404,ckn_pesto_l,1
526,929,405,sicilian_l,1
527,933,407,cali_ckn_m,1
528,934,407,classic_dlx_l,1
529,935,407,pepperoni_m,1
530,938,409,pepperoni_l,1
531,947,414,classic_dlx_s,1
532,948,414,five_cheese_l,1
533,949,414,ital_supr_m,1
534,951,416,spinach_fet_l,1
535,952,417,pepperoni_s,1
536,953,418,ckn_pesto_m,1
537,954,418,sicilian_m,1
538,955,419,bbq_ckn_l,1
539,956,419,hawaiian_l,1
540,957,419,ital_veggie_m,1
541,958,419,veggie_veg_s,1
542,959,420,five_cheese_l,1
543,960,420,pep_msh_pep_s,1
544,964,422,four_cheese_l,1
545,965,422,ital_supr_m,1
546,966,422,spinach_fet_m,1
547,969,424,pepperoni_m,1
548,975,428,calabrese_l,1
549,976,428,ital_cpcllo_s,1
550,977,429,spicy_ital_m,1
551,978,430,green_garden_m,1
552,979,430,sicilian_s,1
553,991,435,classic_dlx_m,1
554,992,435,pep_msh_pep_m,1
555,993,435,spinach_supr_s,1
556,998,437,bbq_ckn_m,1
557,1000,439,ckn_alfredo_m,1
558,1001,439,pepperoni_m,1
559,1002,439,the_greek_s,1
560,1003,440,calabrese_m,1
561,1004,440,ckn_alfredo_m,1
562,1005,440,five_cheese_l,1
563,1006,440,four_cheese_l,1
564,1007,440,four_cheese_m,1
565,1008,440,green_garden_l,1
566,1009,440,green_garden_m,1
567,1010,440,hawaiian_l,1
568,1011,440,ital_veggie_l,1
569,1012,440,pepperoni_l,1
570,1013,440,spicy_ital_l,1
571,1014,440,spinach_fet_s,1
572,1015,440,thai_ckn_l,1
573,1016,440,veggie_veg_m,1
574,1020,443,big_meat_s,1
575,1021,443,cali_ckn_m,2
576,1022,443,four_cheese_l,1
577,1023,443,ital_cpcllo_m,1
578,1024,443,ital_veggie_m,1
579,1025,443,mexicana_l,1
580,1026,443,pepperoni_l,1
581,1027,443,sicilian_l,1
582,1028,443,sicilian_m,1
583,1029,443,southw_ckn_m,1
584,1030,443,spicy_ital_l,1
585,1031,443,spicy_ital_s,1
586,1032,443,spinach_supr_m,1
587,1033,443,thai_ckn_m,1
588,1036,446,big_meat_s,1
589,1037,446,ital_veggie_m,1
590,1038,446,sicilian_l,1
591,1039,447,five_cheese_l,1
592,1043,449,thai_ckn_l,1
593,1044,450,big_meat_s,1
594,1045,451,five_cheese_l,1
595,1046,451,ital_cpcllo_m,1
596,1047,451,southw_ckn_l,1
597,1055,454,spicy_ital_m,1
598,1056,455,ital_supr_l,1
599,1061,458,prsc_argla_m,1
600,1062,458,spinach_supr_m,1
601,1063,458,the_greek_s,1
602,1067,461,cali_ckn_m,1
603,1068,461,hawaiian_s,1
604,1070,463,bbq_ckn_l,1
605,1071,463,prsc_argla_m,1
606,1072,464,bbq_ckn_l,1
607,1073,464,calabrese_m,1
608,1074,465,napolitana_s,1
609,1080,469,bbq_ckn_m,1
610,1081,469,sicilian_s,1
611,1083,471,ital_veggie_s,1
612,1084,472,ital_veggie_l,1
613,1085,472,ital_veggie_m,1
614,1086,473,hawaiian_l,1
615,1087,473,prsc_argla_m,1
616,1088,473,southw_ckn_m,1
617,1089,474,green_garden_s,1
618,1090,474,pepperoni_s,1
619,1091,475,big_meat_s,1
620,1092,475,thai_ckn_l,1
621,1093,476,pepperoni_m,1
622,1094,476,prsc_argla_l,1
623,1095,476,veggie_veg_m,1
624,1096,477,green_garden_m,1
625,1097,477,mexicana_m,1
626,1102,480,pepperoni_m,1
627,1105,482,green_garden_l,1
628,1106,482,ital_supr_m,1
629,1107,482,spicy_ital_s,1
630,1112,484,four_cheese_l,1
631,1113,484,mexicana_l,1
632,1120,489,peppr_salami_l,1
633,1121,490,big_meat_s,1
634,1122,490,classic_dlx_m,1
635,1123,490,napolitana_m,1
636,1128,492,ckn_pesto_l,1
637,1129,492,sicilian_m,1
638,1130,492,spinach_fet_m,1
639,1131,493,ital_supr_l,1
640,1132,494,five_cheese_l,1
641,1133,494,four_cheese_l,1
642,1134,494,mexicana_l,1
643,1135,494,southw_ckn_l,1
644,1136,495,ital_supr_m,1
645,1137,495,sicilian_l,1
646,1138,496,hawaiian_l,1
647,1139,496,soppressata_s,1
648,1140,497,veggie_veg_s,1
649,1141,498,ital_supr_m,1
650,1146,500,mediterraneo_m,1
651,1147,501,cali_ckn_s,1
652,1148,501,hawaiian_s,1
653,1149,501,southw_ckn_l,1
654,1153,504,the_greek_l,1
655,1154,505,pepperoni_m,1
656,1155,505,the_greek_xl,1
657,1157,507,ckn_pesto_s,1
658,1162,510,classic_dlx_m,1
659,1163,510,classic_dlx_s,1
660,1164,510,ital_supr_l,1
661,1165,510,spicy_ital_l,1
662,1166,511,five_cheese_l,1
663,1173,515,ckn_pesto_l,1
664,1174,515,mediterraneo_l,1
665,1178,518,big_meat_s,1
666,1179,518,prsc_argla_l,1
667,1180,518,sicilian_s,1
668,1182,520,spin_pesto_l,1
669,1195,523,prsc_argla_m,1
670,1199,526,cali_ckn_l,1
671,1200,526,five_cheese_l,1
672,1201,527,four_cheese_l,1
673,1202,527,southw_ckn_l,1
674,1203,528,ital_cpcllo_m,1
675,1204,529,calabrese_m,1
676,1205,529,cali_ckn_m,2
677,1206,529,hawaiian_s,1
678,1210,532,peppr_salami_l,1
679,1211,532,soppressata_s,1
680,1217,535,classic_dlx_m,1
681,1220,537,classic_dlx_s,1
682,1221,537,hawaiian_s,1
683,1222,537,ital_supr_l,1
684,1223,538,spinach_supr_l,1
685,1224,539,five_cheese_l,1
686,1225,539,ital_veggie_l,1
687,1226,539,spinach_fet_m,1
688,1227,540,spinach_supr_l,1
689,1228,541,big_meat_s,1
690,1231,543,ckn_pesto_l,1
691,1232,543,classic_dlx_m,1
692,1233,543,mediterraneo_m,1
693,1240,546,green_garden_s,1
694,1241,547,big_meat_s,1
695,1243,549,big_meat_s,1
696,1244,549,thai_ckn_l,1
697,1245,550,spinach_fet_m,1
698,1246,550,the_greek_m,1
699,1251,552,ckn_alfredo_m,1
700,1252,552,green_garden_s,1
701,1253,552,ital_supr_l,1
702,1254,553,mexicana_l,1
703,1255,554,ckn_alfredo_m,1
704,1256,554,green_garden_s,1
705,1257,555,bbq_ckn_s,1
706,1258,555,hawaiian_s,1
707,1259,556,four_cheese_l,1
708,1260,556,the_greek_xl,1
709,1261,557,sicilian_s,1
710,1262,557,spicy_ital_s,1
711,1263,558,hawaiian_m,1
712,1264,559,classic_dlx_s,1
713,1265,560,green_garden_m,1
714,1266,560,spicy_ital_m,1
715,1267,561,spinach_supr_s,1
716,1268,562,ckn_alfredo_m,1
717,1271,564,mediterraneo_s,1
718,1272,564,pepperoni_m,1
719,1273,564,spinach_supr_l,1
720,1274,565,ital_veggie_s,1
721,1275,566,spinach_supr_l,1
722,1276,567,bbq_ckn_l,1
723,1277,567,five_cheese_l,2
724,1278,567,four_cheese_m,1
725,1279,567,pepperoni_m,1
726,1280,567,sicilian_m,1
727,1281,567,sicilian_s,1
728,1282,567,soppressata_l,1
729,1283,567,spicy_ital_l,1
730,1284,567,spinach_supr_m,1
731,1285,567,thai_ckn_s,1
732,1286,568,mexicana_l,1
733,1287,569,bbq_ckn_s,1
734,1288,569,ckn_alfredo_m,1
735,1289,569,classic_dlx_s,1
736,1290,570,green_garden_m,1
737,1291,570,southw_ckn_l,1
738,1292,571,big_meat_s,1
739,1293,572,southw_ckn_m,1
740,1294,573,classic_dlx_m,1
741,1295,573,five_cheese_l,1
742,1301,576,big_meat_s,1
743,1302,576,ckn_alfredo_m,1
744,1303,576,spinach_fet_s,1
745,1311,579,green_garden_s,1
746,1312,580,hawaiian_m,1
747,1313,580,southw_ckn_m,1
748,1315,582,mediterraneo_l,1
749,1316,583,ital_supr_l,1
750,1317,584,sicilian_s,1
751,1318,584,soppressata_s,1
752,1321,586,ital_cpcllo_m,1
753,1322,586,southw_ckn_m,1
754,1323,587,peppr_salami_l,1
755,1324,587,peppr_salami_s,1
756,1333,592,ital_veggie_s,1
757,1334,592,pep_msh_pep_m,1
758,1335,592,thai_ckn_l,1
759,1336,593,cali_ckn_l,1
760,1337,593,spicy_ital_l,1
761,1338,594,calabrese_l,1
762,1341,596,pep_msh_pep_s,1
763,1342,596,soppressata_s,1
764,1346,598,prsc_argla_l,1
765,1347,599,peppr_salami_l,1
766,1355,602,peppr_salami_l,1
767,1356,603,mexicana_m,1
768,1357,604,soppressata_s,1
769,1358,604,spinach_supr_m,1
770,1359,605,pepperoni_m,1
771,1360,605,the_greek_xl,1
772,1362,607,bbq_ckn_m,1
773,1363,607,ital_supr_m,1
774,1364,607,spinach_supr_l,1
775,1365,608,hawaiian_l,1
776,1366,608,pepperoni_m,1
777,1367,608,thai_ckn_l,1
778,1368,608,thai_ckn_s,1
779,1369,609,four_cheese_l,1
780,1370,610,big_meat_s,1
781,1371,610,pepperoni_l,1
782,1376,612,big_meat_s,1
783,1377,612,ital_supr_l,1
784,1378,612,mexicana_l,1
785,1379,612,soppressata_s,1
786,1380,613,napolitana_s,1
787,1382,615,cali_ckn_l,1
788,1383,615,pep_msh_pep_m,1
789,1384,616,prsc_argla_l,1
790,1385,616,veggie_veg_m,1
791,1388,618,prsc_argla_m,1
792,1389,618,spin_pesto_m,1
793,1390,619,ital_cpcllo_l,1
794,1391,620,bbq_ckn_l,1
795,1392,620,cali_ckn_m,1
796,1393,620,peppr_salami_m,1
797,1394,620,the_greek_s,1
798,1401,623,cali_ckn_l,1
799,1402,623,hawaiian_l,1
800,1403,624,cali_ckn_m,1
801,1404,624,veggie_veg_m,1
802,1405,625,spinach_fet_l,1
803,1406,625,spinach_supr_m,1
804,1407,626,classic_dlx_m,1
805,1408,626,four_cheese_m,1
806,1409,627,the_greek_l,1
807,1410,627,the_greek_m,1
808,1420,631,pepperoni_l,1
809,1437,637,the_greek_l,1
810,1438,637,veggie_veg_m,1
811,1441,640,cali_ckn_s,1
812,1442,640,ckn_pesto_l,1
813,1443,640,napolitana_s,1
814,1448,642,calabrese_m,1
815,1449,642,cali_ckn_l,1
816,1450,642,ital_supr_l,1
817,1451,642,soppressata_l,1
818,1452,643,spinach_fet_m,1
819,1457,646,hawaiian_s,1
820,1458,646,thai_ckn_l,1
821,1460,648,four_cheese_l,1
822,1461,648,pepperoni_m,1
823,1470,652,big_meat_s,1
824,1471,652,ckn_alfredo_m,1
825,1472,652,ckn_pesto_s,1
826,1473,652,prsc_argla_s,1
