,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
788700,8.39651943027981,9.831581205739178,0.8819034218281405,1.0,0.0,0.0,1.0,0.0
504167,24.45619810631997,3.142188545017552,0.1593155577148931,1.0,0.0,0.0,0.0,0.0
993848,2.409683138163728,0.33263690483008,2.2794817913344363,1.0,0.0,1.0,0.0,0.0
297535,71.84217770253086,1.4030666038966957,0.5165222407897946,1.0,0.0,0.0,1.0,0.0
338103,21.645271242426976,5.864545439074544,6.858521019362209,1.0,1.0,0.0,1.0,1.0
447660,31.47182622161612,2.771077712107629,0.2988007246976911,1.0,0.0,0.0,1.0,0.0
875959,18.68199612377388,1.9000114287015868,0.7600510929719131,1.0,1.0,0.0,1.0,0.0
3122,6.545494892971986,6.787484375168537,2.205383781296661,1.0,1.0,0.0,1.0,0.0
680211,1.5754003678359811,28.44787876153668,0.3000888098438614,0.0,0.0,1.0,1.0,0.0
398370,16.04204169745592,0.5735063861159245,5.545613353102145,1.0,0.0,0.0,0.0,0.0
335510,18.026175405102386,0.8255900345266507,1.07990965591844,1.0,1.0,1.0,1.0,0.0
790447,5.791241244965109,0.0288221025685598,1.7286963796772177,1.0,1.0,0.0,1.0,0.0
105043,1.4417975312878015,2.2003636956518053,2.0232900054594687,0.0,1.0,0.0,1.0,0.0
564813,0.9792824305393328,0.1413621399735702,0.6986174533390584,0.0,1.0,0.0,1.0,0.0
476231,0.8499751115842953,1.1487830348135664,0.8626439406165233,0.0,0.0,0.0,1.0,0.0
906287,2.223723955451176,0.1673123124079461,1.3174378064728918,1.0,0.0,0.0,0.0,0.0
659093,13.484314254333738,46.10461843282752,1.1269571475444895,1.0,0.0,0.0,0.0,0.0
89865,4.616638359537967,0.6464994001741289,0.9464889470233342,1.0,1.0,0.0,1.0,0.0
333577,10.037577406218748,1.2584209568771758,0.3607630317378051,1.0,1.0,0.0,1.0,0.0
946946,25.75129058244796,0.0460673329983308,1.1393908941413111,1.0,0.0,0.0,1.0,0.0
311442,13.208202412250309,0.2977705367194707,3.233477869284646,1.0,0.0,0.0,1.0,0.0
89502,141.8387290540151,1.91166677270914,0.1937057988138254,1.0,0.0,0.0,1.0,1.0
176554,3.423902938935013,6.947698758682817,2.196366370299768,1.0,0.0,0.0,1.0,0.0
715235,166.01709291523017,1.1853218142754698,6.952753324367201,1.0,1.0,1.0,1.0,0.0
115315,56.17235413657578,0.0212644626934359,0.2444954784809531,1.0,1.0,0.0,1.0,0.0
5157,93.62046079578757,0.0704975290919612,2.1387150267118944,1.0,0.0,0.0,1.0,0.0
566233,4.458094725691856,0.9764244953272428,0.7067140329502271,1.0,0.0,0.0,0.0,0.0
506941,3.2775202596097213,0.7791608986765387,1.1555531705827145,1.0,0.0,0.0,1.0,0.0
868791,14.331398050618208,1.867098520469752,3.12072719238254,1.0,1.0,0.0,1.0,0.0
995132,9.218807437254949,0.5788043545874054,1.1938106795500736,1.0,1.0,0.0,1.0,0.0
127941,71.48553269468941,0.0104933969918741,0.2146049093395819,1.0,0.0,0.0,1.0,0.0
420016,37.517523804056026,1.1934875397522915,1.0107716485303226,1.0,0.0,0.0,0.0,0.0
300062,0.388054472571355,1.3259654955084286,0.4908186982469862,0.0,0.0,0.0,1.0,0.0
714275,3.183479032597954,2.468697158041873,0.1411574594820402,1.0,0.0,0.0,0.0,0.0
544669,7.473537083278932,0.3887234192534225,0.6287448967551209,1.0,0.0,0.0,1.0,0.0
89937,3.6396062395339,0.9634911859201644,0.7400692253499401,1.0,0.0,0.0,1.0,0.0
956551,2.79162139755214,0.1248095526243553,2.235724263188303,1.0,0.0,0.0,0.0,0.0
576296,6.997026482915526,5.88371705215822,1.207180277218657,1.0,1.0,0.0,1.0,0.0
938346,78.13727875529123,6.506126045614358,0.8874076531561217,1.0,1.0,0.0,0.0,0.0
799413,5.74539481936359,2.837252887497133,0.6225645775051823,1.0,1.0,0.0,1.0,0.0
926268,1.5029093944060423,0.160533688834843,0.0874413441060872,0.0,1.0,0.0,0.0,0.0
778093,2.220056152538661,0.2118330843174824,1.7061837224742362,1.0,1.0,0.0,1.0,0.0
942326,24.87936840024472,0.1658886015881127,1.364840386414874,1.0,0.0,0.0,1.0,0.0
836989,3.497655726662225,0.7159798851347181,0.907953038572463,1.0,0.0,0.0,1.0,0.0
25786,13.24748669739602,6.1232733652850335,1.1230126369557578,1.0,0.0,0.0,0.0,0.0
703242,32.31974048066801,0.0158091393687212,0.8951217598718771,1.0,1.0,0.0,1.0,0.0
671647,0.7114911988023226,17.878870250032424,1.094145981795921,0.0,1.0,0.0,1.0,0.0
183933,5.871007177938742,22.911903989581997,1.3576161884218996,1.0,0.0,0.0,1.0,0.0
219265,15.61524238370568,1.734601700634976,0.7317576675344928,1.0,0.0,0.0,1.0,0.0
497271,4.201490836652924,0.1920280910145858,1.0126058795976007,1.0,1.0,0.0,0.0,0.0
657583,59.79320946539157,7.721848341815465,0.8624703092397578,1.0,0.0,0.0,1.0,0.0
3861,14.52191326554092,0.1728654153262075,1.1342688155438314,1.0,1.0,0.0,0.0,0.0
317407,16.52173520009923,0.2252726960565101,3.373757117610712,1.0,0.0,0.0,1.0,0.0
625978,178.57150673265025,4.433425802046517,1.6180731994180804,1.0,0.0,0.0,1.0,1.0
385465,5.201428299468195,3.919701706240564,3.155742746455525,1.0,1.0,0.0,1.0,0.0
844441,48.62302835669423,6.179563686791972,0.2174434081854898,1.0,0.0,0.0,0.0,0.0
138703,5.393597678002601,0.589098951286064,2.735516982975951,1.0,0.0,0.0,1.0,0.0
627265,10.022536031060076,1.56480811042696,0.9230776089869274,1.0,0.0,0.0,0.0,0.0
914105,128.2015691975499,0.9214635325861934,0.8762549497878895,1.0,0.0,0.0,0.0,0.0
424352,15.404311824741956,3.163996736757757,2.447304706025302,1.0,1.0,1.0,0.0,0.0
654466,15.098478436484486,0.7773953924794516,2.385362767857397,1.0,0.0,0.0,0.0,0.0
21179,3.3273107513764897,2.838295329452454,1.1262491457332928,1.0,0.0,0.0,0.0,0.0
647975,3.920492285144074,7.780847095371361,4.071608684545951,1.0,0.0,0.0,1.0,1.0
839189,0.839147625379905,0.3883585353464605,1.6900241571521446,0.0,1.0,0.0,1.0,0.0
376992,60.17328437662943,10.660821720752727,1.2339381581598343,1.0,0.0,0.0,1.0,0.0
311623,1.4898358572701165,2.7489264072155404,0.923113463233363,0.0,0.0,0.0,1.0,0.0
874453,4.261205917806996,5.897567987150846,9.26212460659698,1.0,0.0,0.0,1.0,1.0
780578,7.448808878158847,0.2632088863271826,0.1712318224497567,1.0,0.0,0.0,1.0,0.0
61138,11.914084889748864,0.1612951994689397,8.302474992818341,1.0,1.0,0.0,1.0,1.0
73973,15.668022406717377,1.011457869639821,0.1800281858440654,1.0,0.0,1.0,0.0,0.0
491114,40.94132143449405,1.0879036796480823,0.1844677525893164,1.0,0.0,0.0,1.0,0.0
3359,3.383998713511808,7.646499976698638,0.828454606555864,1.0,0.0,0.0,0.0,0.0
634914,5.400031590081904,0.9930261591899224,2.433652259651447,1.0,0.0,0.0,1.0,0.0
283411,7.07576766103013,1.6705745826450455,1.420406645021859,1.0,1.0,0.0,0.0,0.0
814351,0.6509480280680735,1.2468323505596275,2.837554474037175,0.0,1.0,0.0,1.0,0.0
427854,8.820103991889106,0.4073482153756231,1.414971451650675,1.0,1.0,0.0,1.0,0.0
998431,24.62494063231228,0.3871007895117194,1.1172395504300447,1.0,0.0,0.0,1.0,0.0
991099,1.109676970392958,23.133477284898543,1.0528417129662653,0.0,1.0,0.0,1.0,0.0
484390,7.045938331364534,0.5397797280532468,1.0074224667492595,1.0,1.0,0.0,0.0,0.0
335480,2.3629165769016685,0.1423120912260625,2.281915204900947,1.0,0.0,0.0,1.0,0.0
706129,0.2180044050634943,0.0939843765643704,2.0597312841231963,0.0,0.0,1.0,0.0,0.0
986641,4.538156780220835,1.1020455625670806,1.795923016013697,1.0,0.0,0.0,0.0,0.0
418817,3.346912790583265,1.737738733338524,10.924429900668118,1.0,1.0,0.0,0.0,0.0
589325,3.811513201795476,1.482077465629704,1.818823406904144,1.0,0.0,1.0,1.0,0.0
707002,35.8692165215777,0.0619282163826049,1.117354490514063,1.0,0.0,0.0,0.0,0.0
15841,4.421614939482066,0.3446451575667801,0.5918003816241817,1.0,1.0,0.0,1.0,0.0
448237,27.2374128184305,1.0075525340497005,2.2253551197759,1.0,1.0,0.0,1.0,0.0
843049,2.665545794588,0.0494829388529388,7.67620702905021,1.0,0.0,0.0,1.0,1.0
265993,32.57866526023167,5.410023305836729,1.3748526497535654,1.0,1.0,0.0,1.0,0.0
336009,12.1085625200822,4.00066394081367,0.2425823635015984,1.0,0.0,0.0,1.0,0.0
325821,64.44348991005323,3.0465129921908405,0.6875536630492393,1.0,0.0,0.0,1.0,0.0
57489,6.231620662912725,1.418885485453677,1.216963496491565,1.0,0.0,0.0,0.0,0.0
630783,19.160169894015983,52.57670926846325,2.3684555836015586,1.0,0.0,0.0,0.0,0.0
95955,9.155380973830736,3.641084101365708,0.1371050401690498,1.0,0.0,0.0,0.0,0.0
147392,8.377128988910181,0.1145335587265214,0.6196222640759523,1.0,0.0,0.0,1.0,0.0
482229,3.681001080317117,0.7173186902355485,3.565992905321754,1.0,1.0,1.0,1.0,0.0
841789,29.308651897389083,1.3150635885445987,1.0663980993144273,1.0,0.0,0.0,1.0,0.0
397522,6.009402097422869,25.353780198858736,0.6429262792420626,1.0,1.0,0.0,1.0,0.0
434763,37.07310707717162,1.9528366553085064,0.7207425828719473,1.0,1.0,0.0,1.0,0.0
231119,1.949535818497836,1.043660494334048,1.9277797828254764,1.0,1.0,0.0,0.0,0.0
688952,52.6925558322499,0.0852272052528997,0.6571732722921002,1.0,0.0,0.0,0.0,0.0
918727,28.727467076912266,0.5365666342447741,1.573490101493772,1.0,1.0,0.0,1.0,0.0
299641,7.546362271918446,0.1713071833056888,0.73815638262157,1.0,0.0,0.0,1.0,0.0
756507,12.3397982477234,0.198957102981171,2.1746453705302704,1.0,1.0,0.0,1.0,0.0
429873,1.5526145164259848,0.4160179650635764,3.920530475748901,0.0,0.0,0.0,0.0,0.0
499128,41.23328694664991,1.6872078249103355,0.5762405695465531,1.0,1.0,0.0,1.0,0.0
418312,46.31351628631674,1.0175941322751094,0.3071137578554015,1.0,0.0,0.0,0.0,0.0
513679,3.677785418160551,4.060335538055766,7.514942287638274,1.0,0.0,0.0,1.0,1.0
545658,2.522629974588569,4.10554918491024,0.2818536722219107,1.0,0.0,0.0,1.0,0.0
705296,18.13959192093197,0.4029881725315309,0.6917559195151728,1.0,0.0,0.0,1.0,0.0
678695,11.614462329779682,0.5686162894083275,0.2283933661944373,1.0,1.0,0.0,1.0,0.0
136486,112.13174989307971,0.2457969548971742,1.1097326521384374,1.0,0.0,0.0,1.0,1.0
210688,52.46012487340269,0.0350643302287826,0.3846769122118176,1.0,1.0,0.0,1.0,0.0
851384,10.802906363506374,1.0865340264365295,0.7622865326817845,1.0,0.0,0.0,1.0,0.0
97558,40.95859103397549,1.0039590358179824,2.195438852379449,1.0,0.0,1.0,1.0,0.0
34690,5.045407169175549,3.025572116876875,2.79005703409604,1.0,0.0,0.0,1.0,0.0
535850,7.825778096441376,0.1026141615432339,1.7122863192829805,1.0,0.0,0.0,0.0,0.0
363439,3.822558851308126,0.3312576703739724,0.2998096240872302,1.0,1.0,0.0,1.0,0.0
73881,1.3443997643354169,0.1409566304296868,4.390070666625134,0.0,0.0,0.0,0.0,1.0
319855,4.134205042323444,1.0002551308988588,0.644463628364386,1.0,0.0,0.0,1.0,0.0
605008,16.172819545302453,0.8699702859346792,4.884339247790554,1.0,0.0,0.0,1.0,1.0
856100,1.9478328117964911,0.3566518324404977,19.81311683983006,1.0,0.0,1.0,1.0,0.0
647559,25.62887865708675,0.0088271038162119,2.977070327396361,1.0,1.0,0.0,1.0,0.0
566050,6.920600407531354,0.2396371868916119,1.4607490413475777,1.0,1.0,1.0,1.0,0.0
670113,52.242606760748245,0.7068139527827911,0.8410584977340845,1.0,0.0,0.0,1.0,0.0
461616,2.869614041913332,0.902597969264411,2.1482894086353808,1.0,0.0,0.0,1.0,0.0
935818,25.358692333153137,5.544647673291731,7.648561224758904,1.0,0.0,0.0,0.0,0.0
763920,2.769470162076264,3.243918690165859,6.53667232601709,1.0,0.0,1.0,1.0,0.0
710610,1.3020457618085608,0.2963551094986459,0.1946135016161535,0.0,0.0,0.0,0.0,0.0
221726,23.261146400334077,0.7853862062632414,0.9262896270861634,1.0,1.0,0.0,0.0,0.0
591088,19.64600523238325,1.9384571949451856,1.7206558897949311,1.0,1.0,0.0,1.0,0.0
642985,88.39551285390787,1.366622584838531,1.7621763553212937,1.0,0.0,0.0,1.0,0.0
430777,0.517247085989102,24.03342122315357,0.9765126183784149,0.0,1.0,1.0,1.0,0.0
529959,29.094305641383745,3.3574217850001578,3.789849737191572,1.0,1.0,0.0,1.0,0.0
418006,4.95038994133935,2.271989875759444,3.73153586609168,1.0,0.0,0.0,1.0,0.0
790533,8.20924934812186,3.259470266384372,4.836556062701619,1.0,0.0,0.0,0.0,0.0
818854,9.216193679129455,2.0123759014624176,0.5047767357851428,1.0,1.0,0.0,1.0,0.0
758276,2.8889365568559526,21.098306322351835,0.6624918196419769,1.0,0.0,0.0,0.0,0.0
205186,4.333665141174981,1.707177132806171,0.3257982828245249,1.0,0.0,0.0,1.0,0.0
439991,5.486774906681263,0.3943761859682371,0.8129193483495797,1.0,0.0,0.0,1.0,0.0
723352,37.0951711330596,0.4068731749378704,1.6563043273295734,1.0,0.0,0.0,0.0,0.0
307828,3.37953829803619,0.1141991093277726,0.2761414146123562,1.0,0.0,0.0,1.0,0.0
500594,34.07545269354752,2.3297129073975325,1.2699004177449809,1.0,1.0,0.0,1.0,0.0
861108,3.0748552610257227,0.5071027139193064,0.2234333621232682,1.0,1.0,0.0,1.0,0.0
296911,23.08528108576096,0.178778460382369,1.9452546966357969,1.0,1.0,0.0,0.0,0.0
961986,26.706484792932105,1.0790989436982494,0.942013593142169,1.0,1.0,0.0,0.0,0.0
928726,32.11755007686075,0.2709966029939744,0.9074553737609588,1.0,0.0,0.0,1.0,0.0
101066,41.98971910160808,0.2865508792286717,1.0870598705615797,1.0,0.0,0.0,0.0,0.0
856954,68.43459551127302,7.82921571195626,2.068667221078805,1.0,0.0,0.0,1.0,0.0
76113,7.342132514778896,0.0390199148551332,2.360608761862807,1.0,0.0,0.0,1.0,0.0
762096,1.873692498641102,5.6932164456087575,0.5299435703178196,0.0,1.0,0.0,1.0,0.0
832131,19.135710469851595,0.2578647329986056,1.4221270121192555,1.0,0.0,0.0,0.0,0.0
405028,0.667017890560356,7.9752775262850095,1.0066405806186876,0.0,0.0,1.0,0.0,0.0
330594,49.52483668712959,0.6509655356145619,0.1789585809507522,1.0,0.0,0.0,1.0,0.0
270525,223.87031846059327,2.2425626807022283,1.0569147169411035,1.0,0.0,0.0,0.0,0.0
567123,9.487699699309816,1.7129692954173454,7.783443850484441,1.0,1.0,0.0,1.0,1.0
328768,32.2447358331718,11.587520447734606,0.6357117004228069,1.0,0.0,0.0,1.0,0.0
530816,100.88008113258144,0.4862696016104489,3.470007538993092,1.0,0.0,0.0,1.0,1.0
932622,27.098888181428016,53.0116233926076,1.7331516469679602,1.0,0.0,1.0,1.0,0.0
515387,664.3274351635449,5.942491577137352,0.9297732972752404,1.0,0.0,0.0,1.0,1.0
424012,12.545694363286293,1.016764463783259,0.4978791885799282,1.0,0.0,0.0,1.0,0.0
19880,292.39739793343983,10.773616264733985,1.327982766369535,1.0,0.0,0.0,0.0,0.0
634965,29.927043180217314,2.823210322157537,0.5874387589667105,1.0,0.0,0.0,1.0,0.0
156800,33.93175839610392,1.2821272284264558,0.9712564975135828,1.0,1.0,0.0,0.0,0.0
892473,28.802300875277897,0.0262575711474,0.2282270045344794,1.0,0.0,0.0,0.0,0.0
954469,35.831565181515565,0.4053333199140009,3.3169268923600934,1.0,0.0,0.0,1.0,0.0
7210,22.955736153939863,0.2923312583474108,0.7947792052021416,1.0,1.0,0.0,1.0,0.0
616239,44.15956013693381,0.2746376660096363,2.1023723866777995,1.0,0.0,1.0,1.0,0.0
615032,76.62882791450077,1.1239794165734105,0.2013137976920872,1.0,0.0,0.0,1.0,0.0
82832,3.9861471379473215,1.4324264651685013,1.788163072225884,1.0,1.0,0.0,1.0,0.0
768311,0.3994953787110693,0.396236615396499,1.9053023031010976,0.0,0.0,0.0,1.0,0.0
211449,2.231311955363924,1.1645947115904896,0.3256089382728356,1.0,0.0,0.0,1.0,0.0
8412,3.971012394850256,14.385394967545109,1.9212001056301249,1.0,0.0,0.0,0.0,0.0
842115,2.666185334385771,4.585125539574348,5.818740745407013,1.0,1.0,0.0,1.0,1.0
326134,38.073375639389255,0.2236064595647673,4.356324636386312,1.0,0.0,0.0,1.0,1.0
611570,0.850686712640877,0.0690039425842633,4.064871830599834,0.0,1.0,0.0,1.0,1.0
25239,4.7575263234388405,0.0166747248317642,0.2933011993965498,1.0,0.0,0.0,0.0,0.0
580191,5.603740366193025,0.6702218397554968,0.3651871379624127,1.0,0.0,0.0,1.0,0.0
718128,24.132725845930672,1.199775038383231,2.036500352825461,1.0,1.0,1.0,0.0,0.0
74363,60.82322168354843,1.2324250909659795,1.0875213780025803,1.0,0.0,0.0,0.0,0.0
778954,16.76370100272878,0.020224098041706,3.317109341075352,1.0,0.0,0.0,0.0,0.0
99315,4.8170955289297055,0.576175750665537,0.5907929135633382,1.0,0.0,0.0,0.0,0.0
60267,40.61162255943916,0.0564201704801364,8.466962978443716,1.0,1.0,0.0,1.0,1.0
474897,6.231837295728721,8.268110127623284,0.4509844776912844,1.0,1.0,0.0,1.0,0.0
911958,3.9077504144188255,2.762614216465218,0.8305038482138738,1.0,1.0,0.0,1.0,0.0
819825,3.977412814330019,0.0797021108284869,0.4088868113521401,1.0,1.0,0.0,0.0,0.0
297405,2.105577970300476,1.1741153572986562,0.2889440760550122,1.0,0.0,0.0,1.0,0.0
828383,8.92804950602069,1.3829974667600715,0.1096403040509484,1.0,0.0,0.0,1.0,0.0
460744,2.328972562842809,1.4956143309388148,0.4375221750343938,1.0,1.0,0.0,1.0,0.0
428976,32.60979467839239,0.5805657751015106,3.0640090285685897,1.0,1.0,1.0,1.0,0.0
518351,4.967180674816114,8.53715989866605,0.9082178755668082,1.0,0.0,0.0,1.0,0.0
641042,14.555574635546025,0.4794645830413198,1.3837307651768702,1.0,1.0,0.0,0.0,0.0
388775,12.027981241596953,0.5462926786442653,0.6528316850860946,1.0,0.0,1.0,1.0,0.0
796,8.446889760191777,0.5385153589829238,0.442398975540171,1.0,0.0,0.0,1.0,0.0
937350,2.86703601698386,0.1050759797244238,0.4954955622674768,1.0,0.0,0.0,0.0,0.0
744458,15.314700566322786,0.2276007049944468,2.7545619978319915,1.0,0.0,1.0,0.0,0.0
52751,64.43395330199493,0.2754426201944554,53.69177668857965,1.0,1.0,0.0,1.0,1.0
260928,27.59981480685793,99.72748110166842,0.4552148052929261,1.0,1.0,0.0,1.0,0.0
419882,2.5356450232178727,1.5999682919528353,0.1360371036512797,1.0,0.0,0.0,1.0,0.0
111291,0.0937780104045722,12.142552657303924,1.829823266176091,0.0,0.0,0.0,0.0,0.0
616603,4.61954585974667,1.1446268938540445,0.7499697828039721,1.0,0.0,0.0,1.0,0.0
574669,55.930856277883805,0.0257552802408824,0.1666885580313422,1.0,0.0,1.0,1.0,0.0
686829,21.613584458983336,0.1225851238847011,7.522847668391632,1.0,1.0,0.0,1.0,1.0
674931,28.3788582144766,13.038896105362856,0.4198805526646495,1.0,0.0,0.0,0.0,0.0
68950,4.011202229731698,5.9210867753646665,0.8284803035607693,1.0,1.0,0.0,0.0,0.0
354853,10.55878784431046,0.3167507923190467,0.378397102821658,1.0,0.0,0.0,0.0,0.0
944066,79.57244014755153,1.1746088974624411,0.2033409209963284,1.0,0.0,0.0,1.0,0.0
430095,42.88841488876472,0.0337202653650466,0.1772460840063122,1.0,0.0,0.0,1.0,0.0
486933,1.3873766838799473,0.2294791159969504,0.2797195782231157,0.0,0.0,0.0,1.0,0.0
1381,2.6719415344981474,4.656694189678263,0.5058959113641122,1.0,0.0,0.0,0.0,0.0
24316,51.211674613888,0.8102060087952224,2.455371520935824,1.0,0.0,0.0,1.0,0.0
979695,0.6674634242967383,1.967955220665832,1.8704995447031896,0.0,0.0,0.0,0.0,0.0
771003,2.8491644221944066,0.0879880459652702,1.0098687837023812,1.0,0.0,0.0,0.0,0.0
687367,143.28263772168432,0.5971083879603085,0.5007622200648825,1.0,0.0,0.0,0.0,0.0
678485,21.0694287763282,6.506498000312349,0.8646381845464807,1.0,0.0,0.0,0.0,0.0
628762,7.861481439904138,1.0094147510989286,6.301550605425564,1.0,0.0,0.0,0.0,0.0
139853,30.03245772158993,4.498449534758421,2.3651645679747944,1.0,0.0,0.0,0.0,0.0
431926,93.67976225616306,0.0612070400384775,2.844909031143368,1.0,0.0,0.0,1.0,0.0
215820,1.5327585765488478,1.473411486423323,0.6301188261042875,0.0,0.0,0.0,1.0,0.0
485133,11.48800534964508,2.2734386383036105,1.4849720248451292,1.0,0.0,0.0,0.0,0.0
271975,1.2175989058130334,3.738886029013062,0.221430770391948,0.0,1.0,0.0,1.0,0.0
244040,73.56411408571284,0.2585468593833455,4.418914819522697,1.0,1.0,0.0,1.0,1.0
949640,50.08243787820466,1.1666583928415115,4.10092770085462,1.0,0.0,0.0,1.0,1.0
273604,1.4489318975760874,0.2862134604847784,1.12753531464449,0.0,1.0,0.0,1.0,0.0
733393,1.3625383751498246,7.984864710506002,0.8690990588592462,0.0,0.0,0.0,1.0,0.0
637297,34.484173196660294,0.3473154080004427,5.569725136669985,1.0,0.0,0.0,0.0,0.0
880718,13.40321316878597,0.1965277088434028,0.5304852019808132,1.0,0.0,0.0,1.0,0.0
971827,18.41883127055876,1.2564940448516952,3.910515295168484,1.0,0.0,0.0,0.0,0.0
873737,59.46781040480759,1.453105898360027,2.288135898330653,1.0,0.0,0.0,1.0,0.0
280144,41.5070076040629,0.0594668437210314,2.29864441630377,1.0,0.0,0.0,1.0,0.0
484511,21.82292047614969,0.70900818979881,4.93033141941272,1.0,1.0,0.0,1.0,1.0
836917,6.184072000774066,0.0395150587492691,0.1406920072382663,1.0,0.0,0.0,1.0,0.0
737209,209.91490342604865,7.638391842117728,1.935626614099917,1.0,1.0,0.0,1.0,0.0
634405,86.595901920587,0.1918011157331376,3.0845941030131767,1.0,1.0,1.0,1.0,0.0
995115,10.556808667730293,1.8479262720977123,0.6091725151740383,1.0,0.0,0.0,0.0,0.0
894610,46.62587416699242,1.8055018837657777,1.0017599293855803,1.0,0.0,0.0,1.0,0.0
