,order_id,date,time
74,126,2015-01-02,20:53:42
75,128,2015-01-02,21:05:06
76,129,2015-01-02,21:13:02
77,130,2015-01-02,21:14:55
78,131,2015-01-02,21:33:10
79,134,2015-01-02,22:13:24
80,135,2015-01-02,22:29:34
81,137,2015-01-03,11:34:10
82,138,2015-01-03,11:44:50
83,139,2015-01-03,11:57:39
84,140,2015-01-03,12:26:44
85,141,2015-01-03,13:16:01
86,143,2015-01-03,13:41:36
87,146,2015-01-03,14:22:10
88,148,2015-01-03,14:40:42
89,149,2015-01-03,14:48:45
90,151,2015-01-03,15:09:34
91,152,2015-01-03,15:09:42
92,153,2015-01-03,15:16:34
93,155,2015-01-03,15:28:59
94,156,2015-01-03,15:42:19
95,158,2015-01-03,15:54:30
96,160,2015-01-03,16:35:33
97,165,2015-01-03,16:57:37
98,168,2015-01-03,17:02:27
99,169,2015-01-03,17:15:48
100,171,2015-01-03,17:23:03
101,174,2015-01-03,17:37:49
102,175,2015-01-03,17:50:51
103,176,2015-01-03,17:51:57
104,177,2015-01-03,17:54:36
105,178,2015-01-03,18:15:03
106,179,2015-01-03,18:20:14
107,181,2015-01-03,18:49:32
108,182,2015-01-03,18:50:10
109,184,2015-01-03,18:59:05
110,186,2015-01-03,19:36:00
111,187,2015-01-03,19:37:12
112,189,2015-01-03,20:12:14
113,190,2015-01-03,20:14:23
114,191,2015-01-03,20:24:50
115,192,2015-01-03,20:30:08
116,197,2015-01-03,21:47:48
117,200,2015-01-03,22:24:05
118,201,2015-01-03,22:29:59
119,202,2015-01-03,22:50:29
120,203,2015-01-04,11:30:48
121,206,2015-01-04,11:45:10
122,207,2015-01-04,12:03:58
123,209,2015-01-04,12:29:17
124,211,2015-01-04,12:54:20
125,212,2015-01-04,13:16:03
126,213,2015-01-04,13:20:39
127,214,2015-01-04,13:39:16
128,215,2015-01-04,13:44:49
129,218,2015-01-04,14:35:11
130,219,2015-01-04,14:42:01
131,220,2015-01-04,15:31:59
132,223,2015-01-04,16:08:20
133,224,2015-01-04,16:39:58
134,225,2015-01-04,16:41:48
135,229,2015-01-04,17:37:57
136,233,2015-01-04,18:26:51
137,234,2015-01-04,18:36:09
138,235,2015-01-04,18:51:30
139,236,2015-01-04,19:21:04
140,237,2015-01-04,19:27:48
141,240,2015-01-04,20:10:24
142,242,2015-01-04,20:15:29
143,243,2015-01-04,20:26:17
144,244,2015-01-04,20:26:22
145,245,2015-01-04,20:28:41
146,248,2015-01-04,20:58:19
147,249,2015-01-04,21:06:16
148,250,2015-01-04,21:07:05
149,251,2015-01-04,21:10:05
150,252,2015-01-04,22:13:15
151,254,2015-01-04,22:22:13
152,256,2015-01-05,11:56:06
153,258,2015-01-05,11:59:23
154,259,2015-01-05,12:04:25
155,261,2015-01-05,12:38:29
156,262,2015-01-05,12:42:01
157,264,2015-01-05,13:03:59
158,265,2015-01-05,13:04:42
159,266,2015-01-05,13:09:29
160,267,2015-01-05,13:37:50
161,268,2015-01-05,13:40:46
162,272,2015-01-05,14:24:05
163,274,2015-01-05,14:36:33
164,276,2015-01-05,15:18:18
165,279,2015-01-05,16:07:03
166,280,2015-01-05,16:20:23
167,281,2015-01-05,16:33:48
168,282,2015-01-05,16:49:38
169,287,2015-01-05,17:30:09
170,288,2015-01-05,17:32:44
171,290,2015-01-05,17:41:16
172,291,2015-01-05,17:44:39
173,292,2015-01-05,17:48:59
174,295,2015-01-05,18:20:12
175,297,2015-01-05,19:02:18
176,303,2015-01-05,20:02:51
177,304,2015-01-05,20:07:58
178,306,2015-01-05,20:37:40
179,307,2015-01-05,21:45:38
180,308,2015-01-05,21:59:46
181,309,2015-01-06,11:39:06
182,313,2015-01-06,12:09:09
183,314,2015-01-06,12:11:58
184,315,2015-01-06,12:17:40
185,316,2015-01-06,12:29:34
186,317,2015-01-06,12:31:00
187,318,2015-01-06,12:45:14
188,325,2015-01-06,13:07:32
189,328,2015-01-06,13:16:35
190,329,2015-01-06,13:22:44
191,330,2015-01-06,13:27:11
192,331,2015-01-06,13:43:30
193,334,2015-01-06,14:24:18
194,336,2015-01-06,14:51:41
195,337,2015-01-06,15:03:12
196,338,2015-01-06,15:18:26
197,339,2015-01-06,15:25:13
198,343,2015-01-06,15:45:37
199,344,2015-01-06,16:01:11
200,345,2015-01-06,16:01:47
201,348,2015-01-06,16:49:12
202,349,2015-01-06,17:25:58
203,350,2015-01-06,17:37:05
204,355,2015-01-06,18:14:45
205,358,2015-01-06,18:30:12
206,362,2015-01-06,19:13:36
207,363,2015-01-06,19:20:31
208,365,2015-01-06,19:37:26
209,366,2015-01-06,20:04:20
210,368,2015-01-06,20:28:16
211,370,2015-01-06,21:02:30
212,372,2015-01-06,22:26:59
213,373,2015-01-07,11:45:18
214,374,2015-01-07,11:55:59
215,375,2015-01-07,11:58:36
216,377,2015-01-07,12:03:18
217,379,2015-01-07,12:25:37
218,381,2015-01-07,12:33:06
219,382,2015-01-07,12:33:07
220,384,2015-01-07,12:51:46
221,385,2015-01-07,12:54:19
222,388,2015-01-07,13:04:56
223,391,2015-01-07,13:25:31
224,393,2015-01-07,13:48:31
225,397,2015-01-07,14:31:10
226,399,2015-01-07,15:47:49
227,402,2015-01-07,16:24:46
228,404,2015-01-07,16:39:27
229,405,2015-01-07,16:44:16
230,407,2015-01-07,16:56:42
231,409,2015-01-07,17:15:04
232,414,2015-01-07,18:13:22
233,416,2015-01-07,18:17:42
234,417,2015-01-07,18:24:40
235,418,2015-01-07,18:40:11
236,419,2015-01-07,19:02:31
237,420,2015-01-07,19:04:40
238,422,2015-01-07,19:30:25
239,424,2015-01-07,20:01:28
240,428,2015-01-07,22:05:00
241,429,2015-01-07,22:16:53
242,430,2015-01-07,22:46:13
243,435,2015-01-08,12:06:09
244,437,2015-01-08,12:07:54
245,439,2015-01-08,12:13:08
246,440,2015-01-08,12:16:34
247,443,2015-01-08,12:34:20
248,446,2015-01-08,12:58:01
249,447,2015-01-08,13:02:00
250,449,2015-01-08,13:04:15
251,450,2015-01-08,13:07:53
252,451,2015-01-08,13:19:06
253,454,2015-01-08,13:31:40
254,455,2015-01-08,13:39:14
255,458,2015-01-08,14:00:05
256,461,2015-01-08,14:21:19
257,463,2015-01-08,14:40:28
258,464,2015-01-08,14:49:01
259,465,2015-01-08,14:55:23
260,469,2015-01-08,15:37:18
261,471,2015-01-08,16:20:26
262,472,2015-01-08,16:29:50
263,473,2015-01-08,16:41:27
264,474,2015-01-08,16:47:48
265,475,2015-01-08,17:15:17
266,476,2015-01-08,17:27:56
267,477,2015-01-08,17:30:04
268,480,2015-01-08,17:41:31
269,482,2015-01-08,17:52:42
270,484,2015-01-08,18:02:54
271,489,2015-01-08,18:48:43
272,490,2015-01-08,18:49:24
273,492,2015-01-08,19:06:21
274,493,2015-01-08,19:31:47
275,494,2015-01-08,19:38:40
276,495,2015-01-08,19:42:52
277,496,2015-01-08,19:46:18
278,497,2015-01-08,19:49:26
279,498,2015-01-08,20:02:25
280,500,2015-01-08,21:46:49
281,501,2015-01-08,21:51:31
282,504,2015-01-09,11:48:18
283,505,2015-01-09,11:55:10
284,507,2015-01-09,12:06:03
285,510,2015-01-09,12:15:03
286,511,2015-01-09,12:18:21
287,515,2015-01-09,13:07:37
288,518,2015-01-09,13:11:25
289,520,2015-01-09,13:22:33
290,523,2015-01-09,14:42:14
291,526,2015-01-09,15:10:13
292,527,2015-01-09,15:23:37
293,528,2015-01-09,15:27:21
294,529,2015-01-09,15:31:01
295,532,2015-01-09,16:14:28
296,535,2015-01-09,17:08:47
297,537,2015-01-09,17:23:52
298,538,2015-01-09,17:44:04
299,539,2015-01-09,17:51:34
300,540,2015-01-09,17:52:41
301,541,2015-01-09,18:07:47
302,543,2015-01-09,18:23:59
303,546,2015-01-09,18:47:27
304,547,2015-01-09,18:49:23
305,549,2015-01-09,19:06:34
306,550,2015-01-09,19:12:59
307,552,2015-01-09,19:31:25
308,553,2015-01-09,20:14:47
309,554,2015-01-09,20:15:51
310,555,2015-01-09,20:18:25
311,556,2015-01-09,20:23:12
312,557,2015-01-09,20:30:06
313,558,2015-01-09,20:51:10
314,559,2015-01-09,21:10:16
315,560,2015-01-09,21:13:48
316,561,2015-01-09,21:47:56
317,562,2015-01-09,22:04:05
318,564,2015-01-09,22:32:32
319,565,2015-01-10,12:11:19
320,566,2015-01-10,12:21:19
321,567,2015-01-10,12:27:47
322,568,2015-01-10,12:28:53
323,569,2015-01-10,12:37:10
324,570,2015-01-10,13:13:59
325,571,2015-01-10,13:14:47
326,572,2015-01-10,13:15:32
327,573,2015-01-10,13:39:33
328,576,2015-01-10,13:44:22
329,579,2015-01-10,13:51:19
330,580,2015-01-10,13:56:01
331,582,2015-01-10,14:24:14
332,583,2015-01-10,14:33:19
333,584,2015-01-10,15:05:29
334,586,2015-01-10,16:09:57
335,587,2015-01-10,16:32:36
336,592,2015-01-10,17:41:55
337,593,2015-01-10,17:48:57
338,594,2015-01-10,17:50:19
339,596,2015-01-10,18:24:07
340,598,2015-01-10,18:34:14
341,599,2015-01-10,18:34:27
342,602,2015-01-10,19:02:27
343,603,2015-01-10,19:03:11
344,604,2015-01-10,19:13:29
345,605,2015-01-10,19:23:51
346,607,2015-01-10,19:36:16
347,608,2015-01-10,19:36:33
348,609,2015-01-10,19:39:32
349,610,2015-01-10,19:51:02
350,612,2015-01-10,19:58:15
351,613,2015-01-10,20:10:44
352,615,2015-01-10,20:14:03
353,616,2015-01-10,20:20:10
354,618,2015-01-10,20:31:14
355,619,2015-01-10,20:41:58
356,620,2015-01-10,20:45:45
357,623,2015-01-10,21:21:21
358,624,2015-01-10,21:22:44
359,625,2015-01-10,21:50:23
360,626,2015-01-10,21:55:12
361,627,2015-01-10,22:18:35
362,631,2015-01-11,11:44:36
363,637,2015-01-11,12:44:10
364,640,2015-01-11,13:28:08
365,642,2015-01-11,13:40:00
366,643,2015-01-11,13:43:19
367,646,2015-01-11,14:07:26
368,648,2015-01-11,14:17:17
369,652,2015-01-11,16:03:38
370,653,2015-01-11,16:18:23
371,654,2015-01-11,16:34:07
372,656,2015-01-11,16:44:49
373,657,2015-01-11,16:45:47
374,658,2015-01-11,16:55:24
375,660,2015-01-11,17:09:36
376,661,2015-01-11,17:18:14
377,663,2015-01-11,17:29:14
378,666,2015-01-11,17:42:25
379,667,2015-01-11,18:13:08
380,670,2015-01-11,18:46:25
381,674,2015-01-11,19:33:05
382,677,2015-01-11,19:51:09
383,679,2015-01-11,20:31:02
384,680,2015-01-11,21:07:30
385,682,2015-01-12,11:38:15
386,684,2015-01-12,12:01:23
387,685,2015-01-12,12:11:46
388,687,2015-01-12,12:21:09
389,688,2015-01-12,12:26:41
390,689,2015-01-12,12:33:22
391,690,2015-01-12,12:42:10
392,691,2015-01-12,12:45:53
393,692,2015-01-12,12:53:37
394,693,2015-01-12,13:04:24
395,694,2015-01-12,13:30:47
396,695,2015-01-12,13:33:06
397,696,2015-01-12,13:49:40
398,697,2015-01-12,13:58:56
399,699,2015-01-12,14:27:03
400,702,2015-01-12,14:38:35
401,707,2015-01-12,15:41:32
402,709,2015-01-12,15:53:56
403,712,2015-01-12,16:22:18
404,713,2015-01-12,16:31:56
405,714,2015-01-12,16:55:08
406,715,2015-01-12,17:05:33
407,716,2015-01-12,17:06:05
408,717,2015-01-12,17:24:44
409,718,2015-01-12,17:46:30
410,720,2015-01-12,17:53:59
411,721,2015-01-12,18:17:15
412,725,2015-01-12,18:33:14
413,727,2015-01-12,18:44:57
414,728,2015-01-12,18:53:17
415,730,2015-01-12,19:22:00
416,731,2015-01-12,19:27:47
417,735,2015-01-12,20:35:34
418,736,2015-01-12,21:35:14
419,738,2015-01-13,12:16:47
420,739,2015-01-13,12:19:38
421,744,2015-01-13,13:34:48
422,745,2015-01-13,13:36:53
423,746,2015-01-13,13:41:13
424,748,2015-01-13,14:27:31
425,750,2015-01-13,14:48:09
426,752,2015-01-13,15:19:25
427,753,2015-01-13,15:22:11
428,754,2015-01-13,15:47:56
429,755,2015-01-13,15:50:49
430,756,2015-01-13,15:55:11
431,757,2015-01-13,16:10:34
432,759,2015-01-13,16:14:56
433,761,2015-01-13,16:30:20
434,762,2015-01-13,16:36:36
435,764,2015-01-13,16:39:39
436,765,2015-01-13,17:11:41
437,766,2015-01-13,17:21:45
438,769,2015-01-13,17:43:17
439,770,2015-01-13,17:44:13
440,771,2015-01-13,17:59:32
441,774,2015-01-13,18:31:07
442,776,2015-01-13,18:50:43
443,777,2015-01-13,19:10:20
444,778,2015-01-13,19:18:08
445,779,2015-01-13,19:19:58
446,780,2015-01-13,20:12:49
447,782,2015-01-13,20:36:27
448,783,2015-01-13,21:17:08
449,786,2015-01-14,11:35:30
450,790,2015-01-14,12:07:30
451,791,2015-01-14,12:23:54
452,792,2015-01-14,12:37:48
453,793,2015-01-14,12:38:27
454,794,2015-01-14,12:39:16
455,795,2015-01-14,12:42:17
456,798,2015-01-14,12:50:30
457,799,2015-01-14,12:51:29
458,806,2015-01-14,14:12:22
459,807,2015-01-14,14:15:29
460,808,2015-01-14,14:15:32
461,810,2015-01-14,14:48:30
462,812,2015-01-14,15:37:45
463,815,2015-01-14,16:38:00
464,816,2015-01-14,17:04:08
465,818,2015-01-14,17:15:50
466,820,2015-01-14,17:24:09
467,821,2015-01-14,17:37:26
468,822,2015-01-14,17:38:53
469,823,2015-01-14,17:42:17
470,824,2015-01-14,17:53:41
471,825,2015-01-14,18:06:06
472,826,2015-01-14,18:06:14
473,827,2015-01-14,18:09:48
474,828,2015-01-14,18:23:55
475,833,2015-01-14,19:07:45
476,835,2015-01-14,19:56:01
477,836,2015-01-14,20:08:08
478,838,2015-01-14,20:33:57
479,839,2015-01-14,20:40:40
480,840,2015-01-14,20:46:12
481,841,2015-01-14,20:57:40
482,842,2015-01-14,21:09:39
483,843,2015-01-14,21:32:21
484,845,2015-01-14,21:42:56
485,848,2015-01-15,11:56:46
486,850,2015-01-15,12:15:35
487,851,2015-01-15,12:20:22
488,853,2015-01-15,12:36:39
489,854,2015-01-15,12:51:19
490,855,2015-01-15,12:56:54
491,857,2015-01-15,13:01:53
492,858,2015-01-15,13:03:42
493,859,2015-01-15,13:05:13
494,861,2015-01-15,13:08:44
495,863,2015-01-15,13:12:29
496,866,2015-01-15,14:18:09
497,868,2015-01-15,14:27:25
498,871,2015-01-15,14:45:22
499,872,2015-01-15,14:48:37
500,875,2015-01-15,15:23:21
501,876,2015-01-15,15:27:03
502,877,2015-01-15,15:32:59
503,878,2015-01-15,16:05:58
504,882,2015-01-15,16:44:46
505,884,2015-01-15,16:57:15
506,886,2015-01-15,17:05:35
507,887,2015-01-15,17:13:58
508,888,2015-01-15,17:14:27
509,889,2015-01-15,17:27:51
510,890,2015-01-15,17:32:25
511,891,2015-01-15,17:43:34
512,895,2015-01-15,18:18:11
513,897,2015-01-15,18:53:07
514,898,2015-01-15,18:56:49
515,900,2015-01-15,19:09:51
516,901,2015-01-15,19:16:11
517,903,2015-01-15,19:27:22
518,904,2015-01-15,20:07:01
519,908,2015-01-15,21:42:32
520,910,2015-01-16,11:25:40
521,911,2015-01-16,11:36:00
522,912,2015-01-16,11:39:48
523,913,2015-01-16,11:55:24
524,915,2015-01-16,12:20:22
525,916,2015-01-16,12:30:09
526,917,2015-01-16,12:34:15
527,918,2015-01-16,13:06:04
528,919,2015-01-16,13:11:15
529,920,2015-01-16,13:16:55
530,921,2015-01-16,13:18:32
531,922,2015-01-16,13:19:43
532,923,2015-01-16,13:23:29
533,924,2015-01-16,13:27:57
534,926,2015-01-16,13:51:38
535,927,2015-01-16,13:59:21
536,928,2015-01-16,14:14:40
537,929,2015-01-16,14:24:45
538,930,2015-01-16,15:00:11
539,935,2015-01-16,16:14:59
540,937,2015-01-16,16:20:32
541,938,2015-01-16,16:43:09
542,941,2015-01-16,17:09:08
543,942,2015-01-16,17:18:37
544,943,2015-01-16,17:22:00
545,944,2015-01-16,17:54:33
546,945,2015-01-16,17:58:38
547,946,2015-01-16,18:00:48
548,947,2015-01-16,18:13:15
549,948,2015-01-16,18:42:17
550,949,2015-01-16,18:52:18
551,953,2015-01-16,19:12:08
552,954,2015-01-16,19:14:03
553,955,2015-01-16,19:24:16
554,956,2015-01-16,19:24:40
555,958,2015-01-16,19:33:33
556,959,2015-01-16,19:34:00
557,960,2015-01-16,19:35:00
558,961,2015-01-16,19:42:20
559,964,2015-01-16,20:24:37
560,965,2015-01-16,20:41:02
561,966,2015-01-16,20:59:17
562,968,2015-01-16,21:23:01
563,969,2015-01-16,21:36:19
564,971,2015-01-16,21:46:20
565,972,2015-01-16,22:03:09
566,973,2015-01-16,22:06:08
567,974,2015-01-16,22:06:53
568,976,2015-01-17,11:53:19
569,977,2015-01-17,12:01:58
570,978,2015-01-17,12:24:36
571,979,2015-01-17,12:57:28
572,980,2015-01-17,12:58:36
573,981,2015-01-17,13:56:46
574,983,2015-01-17,14:29:31
575,985,2015-01-17,14:34:50
576,992,2015-01-17,15:49:31
577,996,2015-01-17,17:11:07
578,998,2015-01-17,17:19:16
579,999,2015-01-17,17:21:24
580,1000,2015-01-17,17:24:24
581,1001,2015-01-17,17:28:05
582,1004,2015-01-17,17:44:05
583,1006,2015-01-17,18:28:12
584,1008,2015-01-17,18:49:59
585,1009,2015-01-17,18:58:24
586,1010,2015-01-17,19:15:11
587,1012,2015-01-17,19:25:32
588,1013,2015-01-17,19:26:40
589,1014,2015-01-17,19:38:17
590,1016,2015-01-17,19:44:36
591,1017,2015-01-17,20:13:32
592,1020,2015-01-17,21:04:20
593,1021,2015-01-17,21:11:31
594,1024,2015-01-17,21:21:23
595,1025,2015-01-17,21:49:00
596,1026,2015-01-17,21:55:05
597,1027,2015-01-17,21:57:02
598,1028,2015-01-17,22:02:45
599,1031,2015-01-18,11:39:03
600,1034,2015-01-18,12:07:59
601,1035,2015-01-18,12:13:15
602,1039,2015-01-18,13:33:31
603,1040,2015-01-18,13:56:05
604,1042,2015-01-18,14:06:19
605,1043,2015-01-18,14:07:36
606,1044,2015-01-18,14:20:16
607,1045,2015-01-18,14:22:14
608,1046,2015-01-18,14:39:33
609,1048,2015-01-18,14:53:25
610,1049,2015-01-18,14:57:48
611,1051,2015-01-18,15:08:45
612,1052,2015-01-18,15:28:12
613,1053,2015-01-18,15:43:17
614,1055,2015-01-18,16:07:14
615,1057,2015-01-18,16:18:37
616,1058,2015-01-18,16:30:09
617,1060,2015-01-18,16:39:46
618,1062,2015-01-18,17:21:38
619,1064,2015-01-18,17:30:00
620,1065,2015-01-18,17:48:16
621,1066,2015-01-18,18:10:50
622,1068,2015-01-18,18:16:32
623,1069,2015-01-18,18:19:47
624,1070,2015-01-18,18:21:27
625,1071,2015-01-18,18:27:40
626,1072,2015-01-18,18:32:32
627,1073,2015-01-18,18:42:02
628,1074,2015-01-18,19:01:54
629,1075,2015-01-18,19:15:17
630,1076,2015-01-18,19:36:15
631,1077,2015-01-18,20:13:25
632,1078,2015-01-18,20:20:42
633,1079,2015-01-18,20:45:11
634,1080,2015-01-18,21:22:58
635,1082,2015-01-19,11:16:43
636,1083,2015-01-19,11:19:51
637,1084,2015-01-19,11:27:33
638,1085,2015-01-19,11:37:05
639,1088,2015-01-19,12:00:52
640,1093,2015-01-19,12:33:24
641,1094,2015-01-19,12:33:50
642,1096,2015-01-19,12:56:45
643,1097,2015-01-19,13:02:07
644,1100,2015-01-19,13:34:27
645,1101,2015-01-19,13:36:26
646,1102,2015-01-19,14:03:20
647,1103,2015-01-19,14:08:12
648,1104,2015-01-19,14:39:45
649,1106,2015-01-19,15:17:39
650,1107,2015-01-19,15:45:44
651,1108,2015-01-19,16:18:49
652,1110,2015-01-19,16:33:35
653,1111,2015-01-19,16:35:46
654,1113,2015-01-19,17:00:44
655,1114,2015-01-19,17:00:53
656,1115,2015-01-19,17:08:55
657,1120,2015-01-19,17:46:46
658,1123,2015-01-19,18:21:36
659,1124,2015-01-19,18:29:26
660,1127,2015-01-19,18:53:52
661,1128,2015-01-19,18:59:54
662,1129,2015-01-19,19:00:20
663,1130,2015-01-19,19:03:05
664,1131,2015-01-19,19:06:42
665,1132,2015-01-19,19:51:37
666,1133,2015-01-19,19:59:17
667,1135,2015-01-19,21:15:41
668,1137,2015-01-19,22:13:28
669,1138,2015-01-20,11:21:49
670,1139,2015-01-20,11:25:59
671,1140,2015-01-20,11:31:16
672,1141,2015-01-20,11:35:08
673,1142,2015-01-20,11:36:48
674,1143,2015-01-20,11:37:33
675,1144,2015-01-20,12:02:21
676,1146,2015-01-20,12:12:00
677,1147,2015-01-20,12:12:25
678,1153,2015-01-20,12:56:30
679,1154,2015-01-20,12:59:38
680,1159,2015-01-20,14:06:41
681,1162,2015-01-20,14:40:02
682,1164,2015-01-20,15:13:31
683,1165,2015-01-20,15:15:26
684,1167,2015-01-20,15:28:09
685,1168,2015-01-20,15:58:05
686,1172,2015-01-20,16:53:23
687,1173,2015-01-20,16:57:05
688,1174,2015-01-20,17:02:58
689,1175,2015-01-20,17:05:14
690,1177,2015-01-20,17:27:29
691,1178,2015-01-20,18:01:13
692,1179,2015-01-20,18:02:28
693,1180,2015-01-20,18:12:31
694,1181,2015-01-20,18:17:53
695,1182,2015-01-20,18:33:48
696,1184,2015-01-20,19:04:35
697,1187,2015-01-20,19:21:40
698,1189,2015-01-20,19:40:47
699,1190,2015-01-20,19:43:15
700,1191,2015-01-20,19:56:41
701,1192,2015-01-20,20:15:27
702,1193,2015-01-20,20:26:22
703,1194,2015-01-20,20:27:18
704,1197,2015-01-20,20:53:41
705,1198,2015-01-20,22:02:08
706,1199,2015-01-20,22:10:20
707,1200,2015-01-20,22:14:41
708,1201,2015-01-20,22:40:10
709,1203,2015-01-21,11:54:22
710,1204,2015-01-21,12:23:38
711,1206,2015-01-21,12:38:38
712,1207,2015-01-21,12:52:42
713,1210,2015-01-21,13:20:41
714,1213,2015-01-21,13:58:53
715,1214,2015-01-21,14:00:05
716,1215,2015-01-21,14:02:04
717,1217,2015-01-21,14:26:35
718,1218,2015-01-21,14:27:30
719,1220,2015-01-21,15:20:03
720,1221,2015-01-21,15:23:36
721,1222,2015-01-21,15:32:23
722,1223,2015-01-21,15:36:37
723,1224,2015-01-21,15:45:47
724,1225,2015-01-21,15:59:07
725,1226,2015-01-21,16:10:57
726,1227,2015-01-21,16:20:21
727,1228,2015-01-21,16:26:36
728,1229,2015-01-21,16:28:19
729,1230,2015-01-21,16:38:28
730,1231,2015-01-21,16:45:04
731,1235,2015-01-21,17:55:58
732,1239,2015-01-21,18:22:29
733,1240,2015-01-21,18:40:50
734,1241,2015-01-21,18:43:02
735,1243,2015-01-21,19:02:27
736,1245,2015-01-21,19:26:35
737,1246,2015-01-21,19:36:04
738,1247,2015-01-21,19:54:37
739,1248,2015-01-21,20:13:51
740,1249,2015-01-21,20:40:44
741,1250,2015-01-21,21:09:08
742,1251,2015-01-21,21:12:37
743,1253,2015-01-22,11:34:52
744,1254,2015-01-22,11:56:03
745,1255,2015-01-22,12:05:34
746,1259,2015-01-22,12:22:47
747,1260,2015-01-22,12:31:07
748,1262,2015-01-22,12:32:33
749,1263,2015-01-22,12:39:12
750,1265,2015-01-22,12:59:26
751,1266,2015-01-22,12:59:51
752,1267,2015-01-22,13:01:27
753,1268,2015-01-22,13:01:39
754,1271,2015-01-22,13:14:17
755,1274,2015-01-22,13:24:14
756,1275,2015-01-22,13:26:25
757,1276,2015-01-22,13:46:36
758,1277,2015-01-22,13:46:44
759,1279,2015-01-22,14:16:38
760,1280,2015-01-22,14:44:54
761,1283,2015-01-22,15:47:42
762,1284,2015-01-22,15:53:38
763,1287,2015-01-22,16:38:25
764,1290,2015-01-22,17:17:19
765,1291,2015-01-22,17:20:13
766,1292,2015-01-22,17:35:48
767,1293,2015-01-22,17:37:59
768,1294,2015-01-22,17:43:01
769,1295,2015-01-22,17:44:59
770,1296,2015-01-22,17:46:53
771,1297,2015-01-22,17:51:53
772,1298,2015-01-22,17:54:25
773,1299,2015-01-22,17:56:07
774,1301,2015-01-22,18:42:08
775,1305,2015-01-22,19:24:01
776,1307,2015-01-22,19:39:20
777,1310,2015-01-22,20:19:33
778,1311,2015-01-22,20:21:28
779,1312,2015-01-22,20:23:41
780,1313,2015-01-22,20:24:29
781,1317,2015-01-22,21:00:41
782,1318,2015-01-22,21:36:48
783,1319,2015-01-22,22:24:05
784,1323,2015-01-23,11:45:37
785,1324,2015-01-23,11:46:56
786,1329,2015-01-23,12:49:11
787,1332,2015-01-23,12:55:29
788,1333,2015-01-23,12:57:07
789,1334,2015-01-23,13:00:58
790,1336,2015-01-23,13:14:10
791,1340,2015-01-23,14:12:26
792,1342,2015-01-23,14:17:05
793,1344,2015-01-23,14:58:58
794,1347,2015-01-23,15:32:59
795,1348,2015-01-23,15:50:01
796,1350,2015-01-23,16:05:24
797,1351,2015-01-23,16:06:00
798,1352,2015-01-23,16:12:21
799,1353,2015-01-23,16:21:26
800,1354,2015-01-23,16:22:21
801,1356,2015-01-23,17:11:00
802,1357,2015-01-23,17:17:58
803,1358,2015-01-23,17:24:07
804,1360,2015-01-23,17:33:33
805,1363,2015-01-23,17:46:45
806,1364,2015-01-23,17:50:42
807,1368,2015-01-23,18:22:01
808,1373,2015-01-23,19:00:30
